Customer ID,Customer_Segment,Order_Count,Customer_Type
15354.0,At Risk,3,Repeat Customer
15356.0,Loyal Customers,4,Repeat Customer
15358.0,VIP / Champions,22,Repeat Customer
15359.0,Potential Loyalists,8,Repeat Customer
15361.0,Potential Loyalists,3,Repeat Customer
15362.0,Potential Loyalists,2,Repeat Customer
15363.0,Loyal Customers,2,Repeat Customer
15365.0,VIP / Champions,6,Repeat Customer
15366.0,Loyal Customers,5,Repeat Customer
15367.0,VIP / Champions,7,Repeat Customer
15368.0,Potential Loyalists,1,One-Time Customer
15369.0,Loyal Customers,11,Repeat Customer
15370.0,Potential Loyalists,1,One-Time Customer
15371.0,Lost / Hibernating,1,One-Time Customer
15372.0,Loyal Customers,7,Repeat Customer
15373.0,VIP / Champions,6,Repeat Customer
15374.0,Lost / Hibernating,1,One-Time Customer
15375.0,Lost / Hibernating,1,One-Time Customer
15377.0,Loyal Customers,4,Repeat Customer
15378.0,At Risk,2,Repeat Customer
15379.0,Potential Loyalists,1,One-Time Customer
15380.0,VIP / Champions,7,Repeat Customer
15381.0,Loyal Customers,3,Repeat Customer
15382.0,VIP / Champions,6,Repeat Customer
15384.0,Loyal Customers,2,Repeat Customer
15385.0,Loyal Customers,2,Repeat Customer
15387.0,At Risk,1,One-Time Customer
15389.0,VIP / Champions,4,Repeat Customer
15390.0,Loyal Customers,2,Repeat Customer
15391.0,Lost / Hibernating,1,One-Time Customer
15392.0,Loyal Customers,3,Repeat Customer
15393.0,Potential Loyalists,3,Repeat Customer
15394.0,VIP / Champions,7,Repeat Customer
15396.0,At Risk,1,One-Time Customer
15400.0,Potential Loyalists,3,Repeat Customer
15401.0,At Risk,2,Repeat Customer
15402.0,Loyal Customers,4,Repeat Customer
15403.0,At Risk,2,Repeat Customer
15404.0,Potential Loyalists,1,One-Time Customer
15405.0,Lost / Hibernating,1,One-Time Customer
15406.0,Potential Loyalists,2,Repeat Customer
15409.0,Lost / Hibernating,1,One-Time Customer
15410.0,Potential Loyalists,2,Repeat Customer
15413.0,Loyal Customers,5,Repeat Customer
15416.0,Potential Loyalists,3,Repeat Customer
15418.0,Potential Loyalists,2,Repeat Customer
15420.0,Loyal Customers,6,Repeat Customer
15421.0,VIP / Champions,6,Repeat Customer
15422.0,VIP / Champions,5,Repeat Customer
15423.0,At Risk,2,Repeat Customer
15424.0,Lost / Hibernating,1,One-Time Customer
15425.0,Loyal Customers,4,Repeat Customer
15426.0,VIP / Champions,5,Repeat Customer
15428.0,Loyal Customers,3,Repeat Customer
15430.0,Potential Loyalists,2,Repeat Customer
15431.0,Lost / Hibernating,1,One-Time Customer
15432.0,Lost / Hibernating,1,One-Time Customer
15434.0,VIP / Champions,6,Repeat Customer
15437.0,Lost / Hibernating,1,One-Time Customer
15439.0,Loyal Customers,4,Repeat Customer
15441.0,Loyal Customers,3,Repeat Customer
15443.0,Loyal Customers,7,Repeat Customer
15445.0,Lost / Hibernating,1,One-Time Customer
15446.0,Loyal Customers,3,Repeat Customer
15447.0,Potential Loyalists,4,Repeat Customer
15448.0,Lost / Hibernating,1,One-Time Customer
15451.0,Potential Loyalists,2,Repeat Customer
15452.0,Loyal Customers,3,Repeat Customer
15454.0,Lost / Hibernating,1,One-Time Customer
15455.0,Lost / Hibernating,1,One-Time Customer
15456.0,Loyal Customers,7,Repeat Customer
15458.0,At Risk,1,One-Time Customer
15459.0,Potential Loyalists,2,Repeat Customer
15461.0,Potential Loyalists,2,Repeat Customer
15462.0,At Risk,1,One-Time Customer
15465.0,VIP / Champions,15,Repeat Customer
15466.0,Loyal Customers,3,Repeat Customer
15468.0,Potential Loyalists,1,One-Time Customer
15469.0,At Risk,1,One-Time Customer
15470.0,Lost / Hibernating,1,One-Time Customer
15471.0,Loyal Customers,2,Repeat Customer
15473.0,At Risk,1,One-Time Customer
15474.0,Lost / Hibernating,1,One-Time Customer
15476.0,VIP / Champions,4,Repeat Customer
15477.0,Lost / Hibernating,1,One-Time Customer
15478.0,At Risk,1,One-Time Customer
15479.0,Lost / Hibernating,1,One-Time Customer
15480.0,Loyal Customers,4,Repeat Customer
15481.0,Potential Loyalists,1,One-Time Customer
15482.0,VIP / Champions,7,Repeat Customer
15483.0,Loyal Customers,6,Repeat Customer
15484.0,Potential Loyalists,2,Repeat Customer
15485.0,VIP / Champions,5,Repeat Customer
15486.0,Lost / Hibernating,1,One-Time Customer
15487.0,Lost / Hibernating,1,One-Time Customer
15488.0,Potential Loyalists,4,Repeat Customer
15489.0,Loyal Customers,5,Repeat Customer
15490.0,At Risk,1,One-Time Customer
15493.0,VIP / Champions,4,Repeat Customer
15494.0,Loyal Customers,3,Repeat Customer
15495.0,Potential Loyalists,1,One-Time Customer
15496.0,Lost / Hibernating,1,One-Time Customer
15497.0,VIP / Champions,7,Repeat Customer
15498.0,VIP / Champions,19,Repeat Customer
15499.0,Lost / Hibernating,1,One-Time Customer
15501.0,Potential Loyalists,2,Repeat Customer
15502.0,VIP / Champions,5,Repeat Customer
15503.0,Lost / Hibernating,1,One-Time Customer
15504.0,Potential Loyalists,3,Repeat Customer
15506.0,Loyal Customers,3,Repeat Customer
15509.0,At Risk,1,One-Time Customer
15512.0,Potential Loyalists,2,Repeat Customer
15513.0,VIP / Champions,18,Repeat Customer
15514.0,VIP / Champions,7,Repeat Customer
15515.0,At Risk,1,One-Time Customer
15518.0,VIP / Champions,7,Repeat Customer
15519.0,Potential Loyalists,2,Repeat Customer
15521.0,VIP / Champions,8,Repeat Customer
15523.0,VIP / Champions,15,Repeat Customer
15524.0,Lost / Hibernating,1,One-Time Customer
15525.0,Loyal Customers,2,Repeat Customer
15527.0,VIP / Champions,15,Repeat Customer
15529.0,Loyal Customers,2,Repeat Customer
15530.0,At Risk,1,One-Time Customer
15532.0,VIP / Champions,6,Repeat Customer
15534.0,Lost / Hibernating,1,One-Time Customer
15535.0,Potential Loyalists,2,Repeat Customer
15536.0,At Risk,1,One-Time Customer
15538.0,Loyal Customers,6,Repeat Customer
15540.0,Potential Loyalists,1,One-Time Customer
15542.0,Potential Loyalists,3,Repeat Customer
15543.0,Lost / Hibernating,1,One-Time Customer
15544.0,VIP / Champions,12,Repeat Customer
15545.0,Potential Loyalists,1,One-Time Customer
15546.0,Potential Loyalists,2,Repeat Customer
15547.0,VIP / Champions,12,Repeat Customer
15548.0,Lost / Hibernating,1,One-Time Customer
15549.0,Loyal Customers,5,Repeat Customer
15550.0,VIP / Champions,8,Repeat Customer
15551.0,VIP / Champions,6,Repeat Customer
15552.0,Lost / Hibernating,1,One-Time Customer
15555.0,VIP / Champions,22,Repeat Customer
15558.0,Lost / Hibernating,1,One-Time Customer
15559.0,At Risk,1,One-Time Customer
15560.0,Potential Loyalists,2,Repeat Customer
15561.0,Loyal Customers,4,Repeat Customer
15562.0,Potential Loyalists,2,Repeat Customer
15563.0,Potential Loyalists,3,Repeat Customer
15564.0,At Risk,2,Repeat Customer
15566.0,Potential Loyalists,2,Repeat Customer
15569.0,VIP / Champions,5,Repeat Customer
15570.0,VIP / Champions,14,Repeat Customer
15571.0,VIP / Champions,10,Repeat Customer
15572.0,Loyal Customers,3,Repeat Customer
15573.0,Potential Loyalists,3,Repeat Customer
15574.0,Loyal Customers,3,Repeat Customer
15575.0,Lost / Hibernating,1,One-Time Customer
15577.0,At Risk,2,Repeat Customer
15579.0,Loyal Customers,3,Repeat Customer
15580.0,VIP / Champions,8,Repeat Customer
15581.0,VIP / Champions,26,Repeat Customer
15583.0,Potential Loyalists,1,One-Time Customer
15584.0,Loyal Customers,2,Repeat Customer
15586.0,Potential Loyalists,3,Repeat Customer
15587.0,Loyal Customers,3,Repeat Customer
15588.0,At Risk,1,One-Time Customer
15590.0,Loyal Customers,5,Repeat Customer
15591.0,At Risk,3,Repeat Customer
15595.0,At Risk,1,One-Time Customer
15596.0,VIP / Champions,5,Repeat Customer
15597.0,Lost / Hibernating,1,One-Time Customer
15598.0,At Risk,1,One-Time Customer
15599.0,At Risk,1,One-Time Customer
15600.0,Loyal Customers,4,Repeat Customer
15601.0,VIP / Champions,17,Repeat Customer
15602.0,VIP / Champions,8,Repeat Customer
15603.0,Lost / Hibernating,1,One-Time Customer
15605.0,Loyal Customers,5,Repeat Customer
15606.0,VIP / Champions,8,Repeat Customer
15607.0,Loyal Customers,8,Repeat Customer
15608.0,Potential Loyalists,1,One-Time Customer
15611.0,VIP / Champions,13,Repeat Customer
15613.0,Lost / Hibernating,1,One-Time Customer
15614.0,Loyal Customers,4,Repeat Customer
15615.0,VIP / Champions,24,Repeat Customer
15616.0,At Risk,1,One-Time Customer
15617.0,Loyal Customers,3,Repeat Customer
15620.0,At Risk,1,One-Time Customer
15622.0,VIP / Champions,8,Repeat Customer
15623.0,VIP / Champions,7,Repeat Customer
15625.0,VIP / Champions,5,Repeat Customer
15626.0,At Risk,1,One-Time Customer
15627.0,Potential Loyalists,2,Repeat Customer
15628.0,VIP / Champions,9,Repeat Customer
15629.0,Loyal Customers,4,Repeat Customer
15630.0,Lost / Hibernating,1,One-Time Customer
15631.0,At Risk,1,One-Time Customer
15633.0,Loyal Customers,13,Repeat Customer
15634.0,Potential Loyalists,1,One-Time Customer
15635.0,At Risk,1,One-Time Customer
15636.0,Potential Loyalists,2,Repeat Customer
15637.0,Loyal Customers,4,Repeat Customer
15638.0,VIP / Champions,6,Repeat Customer
15639.0,Potential Loyalists,2,Repeat Customer
15640.0,VIP / Champions,15,Repeat Customer
15641.0,VIP / Champions,8,Repeat Customer
15642.0,Lost / Hibernating,1,One-Time Customer
15645.0,Potential Loyalists,2,Repeat Customer
15646.0,Loyal Customers,3,Repeat Customer
15647.0,At Risk,1,One-Time Customer
15649.0,Loyal Customers,3,Repeat Customer
15650.0,Potential Loyalists,2,Repeat Customer
15651.0,Potential Loyalists,2,Repeat Customer
15652.0,Loyal Customers,4,Repeat Customer
15658.0,VIP / Champions,4,Repeat Customer
15659.0,Potential Loyalists,2,Repeat Customer
15660.0,VIP / Champions,7,Repeat Customer
15661.0,VIP / Champions,6,Repeat Customer
15662.0,At Risk,2,Repeat Customer
15664.0,Potential Loyalists,3,Repeat Customer
15665.0,Loyal Customers,3,Repeat Customer
15666.0,Potential Loyalists,2,Repeat Customer
15670.0,Lost / Hibernating,1,One-Time Customer
15672.0,Lost / Hibernating,1,One-Time Customer
15673.0,Loyal Customers,5,Repeat Customer
15674.0,VIP / Champions,8,Repeat Customer
15675.0,At Risk,1,One-Time Customer
15677.0,Potential Loyalists,2,Repeat Customer
15678.0,Loyal Customers,2,Repeat Customer
15680.0,VIP / Champions,8,Repeat Customer
15681.0,VIP / Champions,9,Repeat Customer
15682.0,At Risk,2,Repeat Customer
15683.0,At Risk,1,One-Time Customer
15684.0,At Risk,3,Repeat Customer
15685.0,Lost / Hibernating,1,One-Time Customer
15686.0,At Risk,1,One-Time Customer
15688.0,At Risk,1,One-Time Customer
15689.0,Lost / Hibernating,1,One-Time Customer
15691.0,Potential Loyalists,3,Repeat Customer
15693.0,Lost / Hibernating,1,One-Time Customer
15694.0,VIP / Champions,12,Repeat Customer
15695.0,Potential Loyalists,2,Repeat Customer
15696.0,Loyal Customers,5,Repeat Customer
15697.0,Lost / Hibernating,1,One-Time Customer
15698.0,Lost / Hibernating,1,One-Time Customer
15702.0,At Risk,2,Repeat Customer
15704.0,Potential Loyalists,2,Repeat Customer
15708.0,Loyal Customers,3,Repeat Customer
15709.0,Lost / Hibernating,1,One-Time Customer
15710.0,Potential Loyalists,1,One-Time Customer
15711.0,At Risk,2,Repeat Customer
15712.0,VIP / Champions,7,Repeat Customer
15713.0,Loyal Customers,3,Repeat Customer
15714.0,Potential Loyalists,3,Repeat Customer
15715.0,Potential Loyalists,5,Repeat Customer
15716.0,VIP / Champions,8,Repeat Customer
15717.0,Potential Loyalists,4,Repeat Customer
15718.0,At Risk,1,One-Time Customer
15719.0,VIP / Champions,18,Repeat Customer
15720.0,Lost / Hibernating,1,One-Time Customer
15722.0,Loyal Customers,6,Repeat Customer
15723.0,Potential Loyalists,3,Repeat Customer
15724.0,At Risk,1,One-Time Customer
15726.0,Potential Loyalists,1,One-Time Customer
15727.0,VIP / Champions,8,Repeat Customer
15728.0,Loyal Customers,2,Repeat Customer
15729.0,Potential Loyalists,2,Repeat Customer
15730.0,Loyal Customers,2,Repeat Customer
15731.0,Lost / Hibernating,1,One-Time Customer
15732.0,VIP / Champions,9,Repeat Customer
15734.0,Potential Loyalists,2,Repeat Customer
15735.0,At Risk,1,One-Time Customer
15736.0,Loyal Customers,2,Repeat Customer
15738.0,VIP / Champions,26,Repeat Customer
15741.0,At Risk,2,Repeat Customer
15742.0,Lost / Hibernating,1,One-Time Customer
15747.0,VIP / Champions,6,Repeat Customer
15748.0,Potential Loyalists,2,Repeat Customer
15750.0,VIP / Champions,12,Repeat Customer
15751.0,Loyal Customers,11,Repeat Customer
15752.0,Loyal Customers,3,Repeat Customer
15754.0,Loyal Customers,6,Repeat Customer
15755.0,VIP / Champions,11,Repeat Customer
15757.0,VIP / Champions,4,Repeat Customer
15759.0,Potential Loyalists,4,Repeat Customer
15760.0,Potential Loyalists,2,Repeat Customer
15761.0,Lost / Hibernating,1,One-Time Customer
15764.0,Loyal Customers,2,Repeat Customer
15765.0,Lost / Hibernating,1,One-Time Customer
15766.0,Potential Loyalists,2,Repeat Customer
15768.0,Loyal Customers,31,Repeat Customer
15769.0,VIP / Champions,21,Repeat Customer
15770.0,Lost / Hibernating,1,One-Time Customer
15771.0,Potential Loyalists,3,Repeat Customer
15772.0,At Risk,1,One-Time Customer
15773.0,At Risk,1,One-Time Customer
15774.0,Loyal Customers,5,Repeat Customer
15775.0,Lost / Hibernating,1,One-Time Customer
15777.0,Loyal Customers,3,Repeat Customer
15778.0,At Risk,1,One-Time Customer
15779.0,At Risk,2,Repeat Customer
15782.0,Potential Loyalists,1,One-Time Customer
15784.0,Potential Loyalists,2,Repeat Customer
15785.0,VIP / Champions,11,Repeat Customer
15786.0,Loyal Customers,2,Repeat Customer
15788.0,Lost / Hibernating,1,One-Time Customer
15789.0,Loyal Customers,5,Repeat Customer
15791.0,Potential Loyalists,3,Repeat Customer
15792.0,Loyal Customers,2,Repeat Customer
15793.0,VIP / Champions,5,Repeat Customer
15794.0,Potential Loyalists,2,Repeat Customer
15795.0,Loyal Customers,7,Repeat Customer
15796.0,VIP / Champions,9,Repeat Customer
15797.0,Potential Loyalists,2,Repeat Customer
15798.0,Potential Loyalists,3,Repeat Customer
15799.0,Potential Loyalists,1,One-Time Customer
15800.0,Potential Loyalists,5,Repeat Customer
15803.0,Potential Loyalists,3,Repeat Customer
15805.0,VIP / Champions,13,Repeat Customer
15807.0,Potential Loyalists,2,Repeat Customer
15808.0,VIP / Champions,18,Repeat Customer
15809.0,Potential Loyalists,2,Repeat Customer
15810.0,Loyal Customers,4,Repeat Customer
15811.0,Loyal Customers,2,Repeat Customer
15812.0,VIP / Champions,7,Repeat Customer
15814.0,Loyal Customers,2,Repeat Customer
15816.0,At Risk,2,Repeat Customer
15817.0,Loyal Customers,3,Repeat Customer
15818.0,Lost / Hibernating,1,One-Time Customer
15819.0,Loyal Customers,6,Repeat Customer
15822.0,Potential Loyalists,4,Repeat Customer
15823.0,VIP / Champions,3,Repeat Customer
15824.0,Potential Loyalists,2,Repeat Customer
15826.0,At Risk,1,One-Time Customer
15827.0,VIP / Champions,16,Repeat Customer
15828.0,Loyal Customers,1,One-Time Customer
15833.0,Lost / Hibernating,1,One-Time Customer
15834.0,Loyal Customers,3,Repeat Customer
15837.0,At Risk,1,One-Time Customer
15838.0,VIP / Champions,16,Repeat Customer
15841.0,Loyal Customers,5,Repeat Customer
15842.0,Loyal Customers,2,Repeat Customer
15845.0,Potential Loyalists,3,Repeat Customer
15846.0,At Risk,1,One-Time Customer
15847.0,Potential Loyalists,3,Repeat Customer
15848.0,Lost / Hibernating,1,One-Time Customer
15850.0,Loyal Customers,4,Repeat Customer
15851.0,Lost / Hibernating,1,One-Time Customer
15852.0,Lost / Hibernating,1,One-Time Customer
15854.0,VIP / Champions,9,Repeat Customer
15855.0,At Risk,1,One-Time Customer
15856.0,VIP / Champions,26,Repeat Customer
15857.0,At Risk,1,One-Time Customer
15858.0,VIP / Champions,9,Repeat Customer
15859.0,At Risk,1,One-Time Customer
15860.0,VIP / Champions,10,Repeat Customer
15861.0,Loyal Customers,4,Repeat Customer
15862.0,VIP / Champions,10,Repeat Customer
15863.0,At Risk,3,Repeat Customer
15864.0,At Risk,1,One-Time Customer
15865.0,Loyal Customers,2,Repeat Customer
15867.0,VIP / Champions,17,Repeat Customer
15868.0,Lost / Hibernating,1,One-Time Customer
15869.0,Lost / Hibernating,1,One-Time Customer
15870.0,Loyal Customers,3,Repeat Customer
15871.0,Lost / Hibernating,1,One-Time Customer
15872.0,Loyal Customers,2,Repeat Customer
15873.0,Potential Loyalists,4,Repeat Customer
15874.0,VIP / Champions,14,Repeat Customer
15875.0,Lost / Hibernating,1,One-Time Customer
15876.0,Loyal Customers,2,Repeat Customer
15878.0,At Risk,2,Repeat Customer
15879.0,Loyal Customers,4,Repeat Customer
15880.0,Potential Loyalists,1,One-Time Customer
15882.0,VIP / Champions,6,Repeat Customer
15884.0,Potential Loyalists,2,Repeat Customer
15885.0,VIP / Champions,12,Repeat Customer
15886.0,Potential Loyalists,3,Repeat Customer
15887.0,Loyal Customers,3,Repeat Customer
15888.0,Potential Loyalists,2,Repeat Customer
15889.0,VIP / Champions,7,Repeat Customer
15890.0,Loyal Customers,5,Repeat Customer
15892.0,Lost / Hibernating,1,One-Time Customer
15893.0,At Risk,1,One-Time Customer
15894.0,Potential Loyalists,1,One-Time Customer
15898.0,VIP / Champions,22,Repeat Customer
15899.0,Potential Loyalists,1,One-Time Customer
15900.0,Potential Loyalists,3,Repeat Customer
15901.0,Potential Loyalists,4,Repeat Customer
15902.0,At Risk,1,One-Time Customer
15903.0,VIP / Champions,5,Repeat Customer
15905.0,Lost / Hibernating,1,One-Time Customer
15906.0,Loyal Customers,3,Repeat Customer
15908.0,Potential Loyalists,2,Repeat Customer
15910.0,VIP / Champions,7,Repeat Customer
15911.0,Loyal Customers,8,Repeat Customer
15912.0,Loyal Customers,7,Repeat Customer
15913.0,Lost / Hibernating,1,One-Time Customer
15914.0,Potential Loyalists,2,Repeat Customer
15915.0,At Risk,1,One-Time Customer
15916.0,VIP / Champions,7,Repeat Customer
15917.0,Potential Loyalists,4,Repeat Customer
15918.0,Lost / Hibernating,1,One-Time Customer
15919.0,Potential Loyalists,1,One-Time Customer
15920.0,Potential Loyalists,5,Repeat Customer
15921.0,Potential Loyalists,3,Repeat Customer
15922.0,Potential Loyalists,1,One-Time Customer
15923.0,Potential Loyalists,1,One-Time Customer
15924.0,Lost / Hibernating,1,One-Time Customer
15926.0,Lost / Hibernating,1,One-Time Customer
15927.0,Lost / Hibernating,1,One-Time Customer
15928.0,Lost / Hibernating,1,One-Time Customer
15929.0,At Risk,1,One-Time Customer
15931.0,At Risk,1,One-Time Customer
15934.0,Loyal Customers,2,Repeat Customer
15936.0,Loyal Customers,2,Repeat Customer
15938.0,Potential Loyalists,4,Repeat Customer
15939.0,Loyal Customers,1,One-Time Customer
15941.0,Lost / Hibernating,1,One-Time Customer
15943.0,At Risk,2,Repeat Customer
15944.0,Loyal Customers,3,Repeat Customer
15945.0,Loyal Customers,4,Repeat Customer
15946.0,Loyal Customers,3,Repeat Customer
15948.0,Potential Loyalists,1,One-Time Customer
15950.0,VIP / Champions,6,Repeat Customer
15951.0,Potential Loyalists,1,One-Time Customer
15953.0,VIP / Champions,11,Repeat Customer
15954.0,Lost / Hibernating,1,One-Time Customer
15955.0,VIP / Champions,9,Repeat Customer
15956.0,Potential Loyalists,2,Repeat Customer
15957.0,Potential Loyalists,2,Repeat Customer
15958.0,Potential Loyalists,3,Repeat Customer
15959.0,Potential Loyalists,3,Repeat Customer
15960.0,Loyal Customers,4,Repeat Customer
15961.0,Potential Loyalists,1,One-Time Customer
15962.0,At Risk,1,One-Time Customer
15964.0,At Risk,1,One-Time Customer
15965.0,VIP / Champions,10,Repeat Customer
15966.0,At Risk,1,One-Time Customer
15967.0,VIP / Champions,10,Repeat Customer
15968.0,Potential Loyalists,1,One-Time Customer
15969.0,Potential Loyalists,2,Repeat Customer
15970.0,At Risk,1,One-Time Customer
15971.0,VIP / Champions,6,Repeat Customer
15972.0,Loyal Customers,5,Repeat Customer
15973.0,Loyal Customers,3,Repeat Customer
15976.0,Loyal Customers,4,Repeat Customer
15978.0,Loyal Customers,2,Repeat Customer
15979.0,At Risk,1,One-Time Customer
15980.0,Loyal Customers,4,Repeat Customer
15981.0,VIP / Champions,13,Repeat Customer
15982.0,At Risk,1,One-Time Customer
15983.0,VIP / Champions,6,Repeat Customer
15984.0,VIP / Champions,21,Repeat Customer
15985.0,Loyal Customers,5,Repeat Customer
15986.0,Potential Loyalists,1,One-Time Customer
15987.0,Potential Loyalists,2,Repeat Customer
15988.0,Potential Loyalists,2,Repeat Customer
15989.0,Loyal Customers,2,Repeat Customer
15990.0,Loyal Customers,5,Repeat Customer
15991.0,At Risk,1,One-Time Customer
15992.0,Loyal Customers,2,Repeat Customer
15994.0,Potential Loyalists,2,Repeat Customer
15995.0,Potential Loyalists,1,One-Time Customer
15996.0,Loyal Customers,2,Repeat Customer
15998.0,VIP / Champions,11,Repeat Customer
15999.0,Lost / Hibernating,1,One-Time Customer
16001.0,Potential Loyalists,1,One-Time Customer
16002.0,Lost / Hibernating,1,One-Time Customer
16003.0,VIP / Champions,5,Repeat Customer
16004.0,Loyal Customers,5,Repeat Customer
16005.0,VIP / Champions,6,Repeat Customer
16006.0,Potential Loyalists,1,One-Time Customer
16007.0,Loyal Customers,3,Repeat Customer
16008.0,VIP / Champions,12,Repeat Customer
16010.0,VIP / Champions,8,Repeat Customer
16011.0,VIP / Champions,14,Repeat Customer
16012.0,Loyal Customers,2,Repeat Customer
16013.0,VIP / Champions,39,Repeat Customer
16014.0,Potential Loyalists,2,Repeat Customer
16016.0,Loyal Customers,4,Repeat Customer
16017.0,Loyal Customers,4,Repeat Customer
16018.0,Potential Loyalists,2,Repeat Customer
16019.0,VIP / Champions,18,Repeat Customer
16021.0,Potential Loyalists,2,Repeat Customer
16024.0,Potential Loyalists,2,Repeat Customer
16027.0,Loyal Customers,9,Repeat Customer
16028.0,Lost / Hibernating,1,One-Time Customer
16029.0,VIP / Champions,47,Repeat Customer
16032.0,Loyal Customers,6,Repeat Customer
16033.0,VIP / Champions,8,Repeat Customer
16034.0,Potential Loyalists,3,Repeat Customer
16035.0,Lost / Hibernating,1,One-Time Customer
16036.0,Loyal Customers,2,Repeat Customer
16037.0,Potential Loyalists,2,Repeat Customer
16039.0,Potential Loyalists,2,Repeat Customer
16040.0,Loyal Customers,4,Repeat Customer
16042.0,Loyal Customers,3,Repeat Customer
16043.0,VIP / Champions,4,Repeat Customer
16044.0,Potential Loyalists,1,One-Time Customer
16045.0,Loyal Customers,4,Repeat Customer
16046.0,Lost / Hibernating,1,One-Time Customer
16047.0,Lost / Hibernating,1,One-Time Customer
16048.0,Loyal Customers,4,Repeat Customer
16049.0,Loyal Customers,3,Repeat Customer
16050.0,Potential Loyalists,2,Repeat Customer
16051.0,Lost / Hibernating,1,One-Time Customer
16053.0,Loyal Customers,4,Repeat Customer
16054.0,Loyal Customers,3,Repeat Customer
16057.0,Potential Loyalists,3,Repeat Customer
16058.0,At Risk,1,One-Time Customer
16059.0,VIP / Champions,7,Repeat Customer
16060.0,Loyal Customers,3,Repeat Customer
16061.0,At Risk,1,One-Time Customer
16062.0,VIP / Champions,4,Repeat Customer
16064.0,Lost / Hibernating,1,One-Time Customer
16065.0,VIP / Champions,8,Repeat Customer
16067.0,Potential Loyalists,3,Repeat Customer
16068.0,Lost / Hibernating,1,One-Time Customer
16069.0,Potential Loyalists,1,One-Time Customer
16071.0,Potential Loyalists,3,Repeat Customer
16072.0,Loyal Customers,3,Repeat Customer
16074.0,Potential Loyalists,1,One-Time Customer
16075.0,Potential Loyalists,2,Repeat Customer
16077.0,Potential Loyalists,1,One-Time Customer
16078.0,At Risk,1,One-Time Customer
16080.0,Potential Loyalists,2,Repeat Customer
16081.0,VIP / Champions,4,Repeat Customer
16082.0,Lost / Hibernating,1,One-Time Customer
16083.0,Loyal Customers,2,Repeat Customer
16085.0,VIP / Champions,7,Repeat Customer
16086.0,VIP / Champions,6,Repeat Customer
16087.0,Loyal Customers,5,Repeat Customer
16088.0,Potential Loyalists,2,Repeat Customer
16089.0,Potential Loyalists,2,Repeat Customer
16090.0,Lost / Hibernating,1,One-Time Customer
16092.0,Potential Loyalists,3,Repeat Customer
16094.0,VIP / Champions,7,Repeat Customer
16095.0,At Risk,1,One-Time Customer
16096.0,Loyal Customers,3,Repeat Customer
16098.0,VIP / Champions,8,Repeat Customer
16099.0,Loyal Customers,4,Repeat Customer
16100.0,Potential Loyalists,1,One-Time Customer
16101.0,Loyal Customers,3,Repeat Customer
16103.0,VIP / Champions,16,Repeat Customer
16104.0,VIP / Champions,8,Repeat Customer
16105.0,Loyal Customers,4,Repeat Customer
16108.0,Loyal Customers,3,Repeat Customer
16109.0,At Risk,1,One-Time Customer
16110.0,At Risk,1,One-Time Customer
16111.0,Potential Loyalists,1,One-Time Customer
16115.0,Loyal Customers,4,Repeat Customer
16117.0,Potential Loyalists,2,Repeat Customer
16118.0,Potential Loyalists,1,One-Time Customer
16119.0,VIP / Champions,6,Repeat Customer
16120.0,Loyal Customers,2,Repeat Customer
16121.0,Loyal Customers,3,Repeat Customer
16122.0,Loyal Customers,3,Repeat Customer
16124.0,Loyal Customers,3,Repeat Customer
16125.0,VIP / Champions,14,Repeat Customer
16126.0,VIP / Champions,11,Repeat Customer
16127.0,Lost / Hibernating,1,One-Time Customer
16128.0,VIP / Champions,6,Repeat Customer
16129.0,Loyal Customers,3,Repeat Customer
16130.0,Loyal Customers,4,Repeat Customer
16131.0,VIP / Champions,6,Repeat Customer
16132.0,Potential Loyalists,2,Repeat Customer
16133.0,VIP / Champions,23,Repeat Customer
16134.0,Loyal Customers,3,Repeat Customer
16135.0,At Risk,1,One-Time Customer
16136.0,Lost / Hibernating,1,One-Time Customer
16137.0,At Risk,1,One-Time Customer
16138.0,Loyal Customers,3,Repeat Customer
16139.0,At Risk,2,Repeat Customer
16140.0,Loyal Customers,2,Repeat Customer
16141.0,Potential Loyalists,1,One-Time Customer
16143.0,VIP / Champions,7,Repeat Customer
16145.0,VIP / Champions,8,Repeat Customer
16146.0,At Risk,1,One-Time Customer
16147.0,Loyal Customers,4,Repeat Customer
16148.0,At Risk,1,One-Time Customer
16149.0,At Risk,1,One-Time Customer
16150.0,VIP / Champions,6,Repeat Customer
16153.0,VIP / Champions,6,Repeat Customer
16155.0,Loyal Customers,5,Repeat Customer
16156.0,VIP / Champions,11,Repeat Customer
16158.0,Loyal Customers,9,Repeat Customer
16159.0,Potential Loyalists,3,Repeat Customer
16161.0,VIP / Champions,25,Repeat Customer
16163.0,VIP / Champions,5,Repeat Customer
16165.0,At Risk,1,One-Time Customer
16166.0,Potential Loyalists,2,Repeat Customer
16167.0,Loyal Customers,5,Repeat Customer
16168.0,VIP / Champions,40,Repeat Customer
16170.0,VIP / Champions,14,Repeat Customer
16172.0,Potential Loyalists,3,Repeat Customer
16174.0,Loyal Customers,4,Repeat Customer
16175.0,Potential Loyalists,3,Repeat Customer
16176.0,Loyal Customers,4,Repeat Customer
16177.0,Loyal Customers,7,Repeat Customer
16178.0,Potential Loyalists,1,One-Time Customer
16180.0,Loyal Customers,5,Repeat Customer
16182.0,Loyal Customers,5,Repeat Customer
16183.0,Loyal Customers,3,Repeat Customer
