Invoice,Order_Revenue,Items,Customer
512083,381.2,196,12623.0
512084,353.35,227,15738.0
512086,82.75,25,16158.0
512087,9.95,1,17330.0
512088,106.09,37,16771.0
512089,129.14,35,14573.0
512090,454.4,558,15561.0
512091,336.83000000000004,125,12747.0
512092,306.3,187,17920.0
512093,270.29999999999995,162,16954.0
512095,404.21999999999997,331,13394.0
512096,112.55,41,17969.0
512097,534.14,242,12631.0
512098,205.74,177,17790.0
512101,267.0,92,12971.0
512102,360.73,189,14224.0
512103,398.55,131,15712.0
512104,310.8,136,16132.0
512106,187.5,50,17923.0
512107,607.91,199,13078.0
512108,206.8,26,14538.0
512109,421.27,249,16710.0
512110,139.0,73,15255.0
512111,779.6,376,13162.0
512112,611.08,323,17841.0
512113,550.72,146,16709.0
512114,33.81999999999999,50,16709.0
512115,170.14000000000001,56,13202.0
512116,364.68,194,17231.0
512117,6.09,29,14573.0
512118,89.05,19,17231.0
512119,208.61,229,13190.0
512120,271.05,87,14581.0
512121,144.13,65,16647.0
512122,309.34000000000003,121,15633.0
512123,536.83,203,15808.0
512124,282.71999999999997,178,
512125,872.6,518,17677.0
512126,733.74,410,16558.0
512127,214.35,283,13013.0
512128,254.7,133,12594.0
512130,255.6,110,14114.0
512131,225.4,44,16622.0
512132,308.26,334,13799.0
512168,1649.63,329,
512169,305.28000000000003,288,13383.0
512170,640.0,2000,16308.0
512171,505.56,396,12731.0
512172,330.0,120,13559.0
512173,70.2,108,15607.0
512174,270.0,194,16625.0
512175,104.15,27,12897.0
512176,60.18,26,13491.0
512177,2024.06,1670,15150.0
512227,41.6,64,14882.0
512229,190.48000000000002,67,18020.0
512237,192.65,93,16607.0
512244,762.0,120,17809.0
512245,200.34,230,15901.0
512247,963.01,557,13093.0
512250,338.72,126,16814.0
512259,415.81,297,17059.0
512260,140.31,69,15016.0
512261,260.56,101,15885.0
512262,356.83,438,16007.0
512268,241.62,502,17368.0
512269,314.4,112,13089.0
512270,71.4,12,15361.0
512271,906.25,453,15817.0
512273,95.44,54,13659.0
512276,697.84,420,12637.0
512277,157.1,84,16458.0
512279,134.41,45,17454.0
512280,473.97,224,14911.0
512281,307.48,133,14040.0
512282,2623.72,1016,14911.0
512283,4.55,3,
512284,1.45,1,
512285,700.1,944,13069.0
512286,417.59,211,15967.0
512287,218.19,77,17913.0
512288,256.35,162,17293.0
512289,1287.78,262,
512290,113.3,13,15549.0
512291,4.95,1,
512292,147.54999999999998,77,16500.0
512294,60.48,288,13069.0
512295,952.22,600,15311.0
512301,252.45,77,12843.0
512302,38.54,24,
512303,161.4,12,14853.0
512304,114.69,82,15905.0
512305,49.370000000000005,17,17848.0
512306,1575.98,1744,15093.0
512307,170.4,49,17922.0
512309,673.62,283,14911.0
512312,530.76,236,14841.0
512316,111.19999999999999,24,16197.0
512318,572.2,354,18178.0
512319,344.32,280,14139.0
512320,39.5,10,12843.0
512321,648.24,1152,16422.0
512327,168.95,33,13963.0
512329,385.02,286,15789.0
512330,55.8,60,15789.0
512331,132.62,68,12835.0
512332,647.41,626,15358.0
512335,1002.26,861,13107.0
512357,220.11,212,16205.0
512369,426.24,144,16209.0
512381,403.09,223,16940.0
512386,1796.48,1253,12472.0
512397,1323.1200000000001,888,15039.0
512398,375.06,142,15600.0
512399,1.7,2,
512400,656.5699999999999,467,13297.0
512401,680.74,237,13555.0
512402,205.23999999999998,115,17571.0
512403,114.44999999999999,36,15816.0
512405,552.07,206,15044.0
512406,618.76,634,17020.0
512407,327.6,114,13863.0
512409,359.07,416,16307.0
512411,7896.14,6102,14156.0
512412,22.5,18,15044.0
512414,29.7,18,15816.0
512415,128.13,49,18009.0
512416,1148.4,552,17139.0
512417,63.5,10,17139.0
512418,15.299999999999999,6,17139.0
512419,984.31,139,15768.0
512420,188.0,56,15898.0
512421,217.0,239,16779.0
512422,179.84,148,13477.0
512423,1.65,1,
512425,150.73000000000002,123,14723.0
512426,541.14,228,13168.0
512430,207.89,1,
512432,508.13,673,15625.0
512433,134.44,155,15926.0
512434,979.6,272,12709.0
512435,1620.79,438,
512436,436.26,336,15750.0
512437,1728.92,408,
512439,410.94,323,17364.0
512441,113.02,100,17757.0
512443,0.0,850,
512444,0.0,72,
512445,0.0,22,
512446,0.0,72,
512450,0.0,5,
512453,8.45,13,
512454,93.5,9,16266.0
512455,1133.25,557,12957.0
512456,118.88,40,12957.0
512457,528.0,160,14045.0
512458,1680.34,1554,14634.0
512459,353.11,137,15329.0
512460,515.16,408,13089.0
512461,449.85,128,13338.0
512462,409.82,258,17017.0
512464,47.7,6,17438.0
512468,116.1,36,18042.0
512494,1342.7199999999998,928,15061.0
512499,629.9,342,15061.0
512504,162.0,196,15061.0
512507,418.4,232,15061.0
512510,525.5999999999999,48,15061.0
512511,30.24,84,15061.0
512512,305.28000000000003,288,15061.0
512513,101.76,96,15061.0
512514,212.85,171,14606.0
512516,398.62,83,14978.0
512517,498.9,170,13552.0
512518,351.0,36,14543.0
512519,7.49,1,15040.0
512520,140.79999999999998,40,13854.0
512522,601.94,575,16550.0
512523,318.15,123,13769.0
512525,680.8,512,17448.0
512527,718.9,489,17448.0
512528,250.06,136,17952.0
512532,1253.86,1042,16253.0
512533,110.05,45,17952.0
512534,140.63,79,16393.0
512535,149.38,112,17604.0
512536,227.51999999999998,253,15203.0
512537,524.22,402,13798.0
512538,787.17,766,12613.0
512539,414.44,219,13567.0
512540,623.64,380,12540.0
512541,386.6,232,13183.0
512542,130.23,51,14527.0
512544,829.2,1023,16327.0
512545,1468.12,1444,14258.0
512546,1.55,1,
512547,183.5,66,13478.0
512548,319.44,219,16229.0
512549,89.47,79,13117.0
512550,302.7,130,18058.0
512551,127.28,38,13586.0
512552,133.07,57,18044.0
512553,313.02,255,17841.0
512554,268.8,190,15005.0
512555,70.8,72,16401.0
512556,160.08,144,16197.0
512557,108.0,20,14374.0
512558,167.45,36,14911.0
512559,615.23,79,14031.0
512560,202.04,127,17931.0
512561,14.489999999999998,21,
512562,45.0,36,13346.0
512563,305.3,109,13916.0
512564,340.95,170,14375.0
512565,149.57,27,15432.0
512566,50.400000000000006,24,13346.0
512567,896.8000000000001,442,14619.0
512568,1061.38,450,18194.0
512569,202.98000000000002,132,17990.0
512570,10.0,1,14075.0
512571,105.15,21,12843.0
512572,1.25,1,
512585,334.64,110,15867.0
512586,178.73,115,14021.0
512587,186.06,68,14198.0
512588,20.4,24,15625.0
512589,2012.1,468,
512590,253.55,113,13571.0
512591,881.4,744,17160.0
512593,750.36,356,15381.0
512594,146.81,101,16538.0
512598,114.85,34,17401.0
512599,21.45,13,16538.0
512601,20.6,11,13112.0
512602,385.56,235,16492.0
512604,533.84,380,14852.0
512605,8.5,2,14978.0
512606,617.27,495,13919.0
512607,906.67,733,16134.0
512608,1106.52,732,13488.0
512609,272.0,34,14045.0
512610,183.60000000000002,24,15759.0
512611,453.0,170,17675.0
512612,395.1,248,17675.0
512613,299.47,61,17098.0
512614,127.35,169,18039.0
512624,474.92,316,12921.0
512627,254.55,97,12746.0
512644,493.9,152,13102.0
512649,1.25,1,
512651,343.59999999999997,224,17692.0
512656,34.0,4,14045.0
512657,196.19,69,12835.0
512658,15.0,1,14085.0
512659,334.38,316,17884.0
512664,157.07,109,15719.0
512683,246.35,77,13921.0
512684,84.15,9,17965.0
512685,322.39,224,13971.0
512694,197.41,121,14710.0
512695,301.35,85,15606.0
512696,594.1,273,14911.0
512697,104.28,76,14911.0
512698,85.13,55,14911.0
512703,110.64999999999999,61,14606.0
512704,0.0,5,
512705,13.5,6,
512706,13.5,6,
512708,671.59,275,16515.0
512709,236.9,164,16115.0
512710,666.84,492,14057.0
512711,3.32,2,
512712,232.05,110,13608.0
512713,323.69,181,17419.0
512721,738.6,340,13694.0
512722,136.57999999999998,75,14508.0
512723,346.25,49,12417.0
512724,398.84000000000003,343,16743.0
512725,155.23,68,14508.0
512732,145.43,29,14590.0
512733,1445.72,327,
512734,353.52,100,16839.0
512735,118.35,127,15013.0
512736,309.85,128,16554.0
512737,0.0,100,
512738,0.0,100,
512739,448.78000000000003,236,13037.0
512740,108.38,14,16326.0
512741,287.77,121,14667.0
512742,631.45,438,16746.0
512743,301.04,260,17799.0
512744,1212.4,880,12681.0
512745,600.84,196,13319.0
512746,72.07,126,17799.0
512748,955.06,1,
512750,125.65,123,16925.0
512751,159.17000000000002,98,17953.0
512753,163.20000000000002,108,16661.0
512754,3248.86,1,
512755,359.98,468,13115.0
512759,4620.86,1,
512760,306.12,140,14422.0
512764,372.19,313,15484.0
512765,293.79,95,15718.0
512766,231.58,210,13077.0
512767,111.80000000000001,15,17610.0
512771,25111.09,1,
512772,284.76,137,17764.0
512776,772.48,274,15023.0
512779,42.5,4,15023.0
512780,345.0,56,13668.0
512781,518.55,274,17341.0
512782,71.37,114,17341.0
512783,198.9,90,13969.0
512784,143.56,71,13230.0
512786,6.9,6,13277.0
512787,307.25,107,14492.0
512788,151.63,101,13427.0
512791,3.4,4,
512795,320.0,148,17612.0
512797,924.55,266,14895.0
512798,1040.1,186,17389.0
512799,546.7,234,16126.0
512800,249.48000000000002,254,15402.0
512802,67.7,50,15483.0
512803,27.369999999999997,13,15483.0
512804,241.38,1,16943.0
512806,37.769999999999996,148,15483.0
512807,4175.02,2598,14646.0
512808,228.6,154,16155.0
512818,111.46000000000001,35,13293.0
512827,486.9,296,15981.0
512847,323.69,95,18170.0
512886,150.7,122,15641.0
512888,208.35,81,17068.0
512889,492.05,278,16797.0
512890,134.37,31,12872.0
512891,252.54999999999998,55,15984.0
512892,346.69,165,12802.0
512893,1192.6000000000001,412,13225.0
512894,382.91,284,13426.0
512895,224.7,133,15031.0
512896,128.82,108,17346.0
512897,4.14,4,
512899,472.59000000000003,261,14329.0
512900,359.35,129,14919.0
512901,264.55,105,16161.0
512902,670.88,642,12412.0
512903,314.06,247,16156.0
512904,306.24,248,12982.0
512905,137.7,56,14825.0
512906,121.8,84,17349.0
512907,136.5,325,12932.0
512909,119.79,60,16883.0
512910,279.35,155,13705.0
512911,992.8,285,
512912,374.95,127,16094.0
512914,175.5,90,15538.0
512915,299.86,148,14840.0
512916,255.9,111,13327.0
512917,53.10000000000001,18,14962.0
512919,415.13,67,18044.0
512920,144.75,32,17883.0
512921,10.85,7,17883.0
512922,115.60000000000001,42,13676.0
512923,86.45,17,12843.0
512924,935.4,640,14156.0
512925,147.4,70,15716.0
512926,382.5,150,15538.0
512927,191.6,34,16326.0
512929,197.10999999999999,127,16710.0
512930,805.74,430,12621.0
512931,9.5,10,15581.0
512932,134.36,24,16486.0
512933,222.72,72,17157.0
512934,377.28,268,13408.0
512935,399.29,216,18128.0
512936,368.2,276,14607.0
512937,392.7,151,13634.0
512938,1286.25,331,14145.0
512939,343.96,170,17618.0
512940,250.3,194,13089.0
512941,311.56,232,15247.0
512942,166.55,61,16756.0
512943,294.62,78,17623.0
512944,220.60000000000002,48,16390.0
512945,405.15000000000003,73,16119.0
512946,696.53,325,17625.0
512947,107.71,68,13719.0
512948,89.73,21,13230.0
512949,255.37,401,15555.0
512950,678.82,358,17593.0
512951,463.43,219,16739.0
512952,282.68,135,16456.0
512953,53.1,18,16390.0
512954,1786.71,1602,15786.0
512955,1956.84,2028,12469.0
512956,339.88,287,14338.0
513014,168.97,47,16125.0
513015,427.90999999999997,435,15819.0
513016,500.88,176,15039.0
513017,118.55000000000001,17,15845.0
513018,354.0,188,14593.0
513019,394.39,239,14593.0
513020,720.5,318,13707.0
513021,233.12,94,16815.0
513022,347.29,85,16623.0
513023,297.83,192,12748.0
513024,257.04,152,15126.0
513037,79.30000000000001,26,12971.0
513047,231.93,99,17841.0
513048,284.75,155,16391.0
513049,219.60999999999999,179,13911.0
513050,749.96,661,14493.0
513051,449.58,351,18245.0
513052,170.06,26,16992.0
513053,543.32,334,16062.0
513054,417.75,201,13993.0
513055,17.700000000000003,6,18245.0
513056,1523.16,791,13334.0
513057,176.34,68,16315.0
513058,272.68,118,16503.0
513065,110.64,83,15850.0
513072,112.66,61,17137.0
513080,360.29999999999995,232,13982.0
513095,628.87,277,15122.0
513096,236.04,133,15747.0
513097,75.35,13,15122.0
513099,2913.41,813,
513101,662.2,180,16860.0
513102,0.0,9,
513103,0.0,2,
513105,0.0,1,
513106,0.0,4,
513108,339.84,221,14204.0
513109,75.28,45,17192.0
513110,111.15,61,16011.0
513111,321.8,106,13421.0
513112,564.0,288,17338.0
513114,367.8,120,17646.0
513115,762.08,579,13141.0
513116,160.98,150,13141.0
513117,281.18,168,14211.0
513118,19.9,2,14211.0
513119,41.5,47,17888.0
513120,265.37,113,13192.0
513121,15.299999999999999,6,13192.0
513122,130.0,1,12634.0
513123,489.8,100,12359.0
513124,275.7,134,15081.0
513147,98.7,53,12774.0
513161,454.5,193,13510.0
513162,13.919999999999998,48,13510.0
513163,172.32,81,16883.0
513164,81.12,48,16467.0
513165,118.80000000000001,24,15361.0
513166,164.6,220,16948.0
513167,302.0,145,14911.0
513168,192.7,103,16458.0
513169,351.43,117,16365.0
513170,344.4,216,16174.0
513171,377.74,234,13097.0
513172,421.55,150,12785.0
513176,372.84000000000003,164,16631.0
513182,616.6,438,18214.0
513183,375.71999999999997,104,13760.0
513184,175.0,95,16748.0
513186,320.2,126,16227.0
513187,442.2,156,15129.0
513188,571.4,319,12724.0
513189,319.95000000000005,285,16105.0
513190,1255.06,499,16894.0
513191,169.55,79,15809.0
513192,34.9,2,16894.0
513194,564.8,264,14680.0
513195,116.18,148,14874.0
513196,493.53000000000003,220,13539.0
513197,148.85,63,15827.0
513199,1134.66,362,
513200,1183.89,284,
513201,396.91,270,14793.0
513202,136.95,71,14682.0
513203,806.01,277,14911.0
513204,264.9,88,13431.0
513205,327.3,208,17519.0
513206,540.25,233,16680.0
513207,312.35,77,15199.0
513208,321.24,200,13611.0
513209,330.0,200,15769.0
513210,334.25,127,16325.0
513211,543.36,64,16029.0
513212,495.0,300,16029.0
513213,307.24,232,17422.0
513231,357.15999999999997,766,17596.0
513248,426.47,177,12792.0
513251,150.75,113,14624.0
513259,307.5,262,15785.0
513260,375.33,291,12810.0
513261,4.95,1,
513262,343.2,144,17380.0
513263,216.60999999999999,219,14725.0
513264,765.0,300,17310.0
513265,50.2,19,14725.0
513266,462.2,235,15002.0
513267,98.4,72,17382.0
513268,102.55,35,15920.0
513269,379.4,94,18226.0
513270,989.3,266,14911.0
513271,320.0,1000,13942.0
513272,500.34000000000003,914,16422.0
513273,429.0,84,16422.0
513274,436.28,280,13715.0
513275,367.48,163,12379.0
513276,366.8,58,14543.0
513277,363.3,318,16825.0
513278,169.12,136,13249.0
513279,1633.67,1166,16180.0
513280,110.95,38,14509.0
513281,383.85,241,16180.0
513283,408.48,744,17414.0
513284,136.56,116,15173.0
513285,309.91999999999996,40,12747.0
513286,317.25,391,13324.0
513287,321.8,116,16525.0
513292,382.75,305,14621.0
513303,16.05,9,
513304,3.8,2,
513305,1222.91,787,15248.0
513306,35.16,36,12748.0
513307,331.8,214,15738.0
513308,1173.1399999999999,324,
513309,339.55,155,14623.0
513310,441.5,240,12431.0
513311,65.15,104,
513312,97.84,88,14798.0
513313,159.93,147,15141.0
513314,7.5,2,
513315,150.55,41,15991.0
513316,241.8,93,14911.0
513318,111.5,73,17304.0
513319,6.300000000000001,3,15913.0
513323,127.85,140,18041.0
513324,195.07,470,17345.0
513325,29.25,15,17345.0
513326,121.08,106,16918.0
513327,17.11,10,17961.0
513328,1479.91,327,
513329,66.72,16,14634.0
513330,385.0,258,17092.0
513331,4453.799999999999,1488,18102.0
513332,234.56,342,14790.0
513333,92.67,40,
513334,610.26,325,12437.0
513335,1294.8700000000001,526,17686.0
513336,1544.87,1247,12705.0
513337,232.88,132,13662.0
513338,1502.98,750,13093.0
513339,195.8,62,13662.0
513340,181.56,84,13104.0
513341,372.5,250,14282.0
513342,313.2,240,15251.0
513343,308.03000000000003,116,17127.0
513344,845.0,500,14566.0
513345,320.25,190,16683.0
513347,11.9,2,
513349,267.84000000000003,273,14606.0
513356,387.81,58,
513359,49.41,6,
513362,310.35,46,
513364,408.98,72,
513368,517.72,103,
513369,453.96,97,
513371,176.34,36,
513372,657.39,248,14911.0
513374,559.03,93,
513381,398.45,49,
513383,248.17,37,
513387,323.59000000000003,59,
513393,294.5,108,16168.0
513395,216.39,38,
513396,33.65,6,
513397,137.49,19,
513398,327.37,27,
513399,354.4,56,
513400,294.22,40,
513401,304.62,33,
513402,309.75,95,17582.0
513403,326.13,36,
513405,1685.6499999999999,939,
513409,469.38,362,17696.0
513410,510.51,526,15051.0
513413,472.53000000000003,257,13778.0
513415,31.8,4,14492.0
513416,120.44999999999999,16,13089.0
513417,28.2,20,17696.0
513419,162.41,33,14732.0
513420,19.8,20,17696.0
513422,165.55,82,14527.0
513425,346.95,219,13057.0
513426,212.54999999999998,72,17142.0
513428,277.85,128,13050.0
513431,355.7,222,13771.0
513432,127.60000000000001,32,15717.0
513434,92.75,61,14562.0
513435,7.95,1,
513436,234.1,160,13203.0
513437,124.04,50,15858.0
513438,556.16,282,12779.0
513439,272.27,2401,
513440,258.5,149,14583.0
513441,0.0,1,
513450,1549.66,84,
513452,463.0,149,15125.0
513454,97.5,14,15125.0
513455,63.5,10,15125.0
513456,240.1,86,13199.0
513457,25.200000000000003,12,17389.0
513458,431.39,88,15768.0
513460,317.5,50,15981.0
513461,414.17999999999995,152,15043.0
513468,236.07,213,12741.0
513469,582.17,317,17099.0
513472,0.0,120,
513487,294.17,141,13208.0
513490,12.75,1,
513491,551.5,280,15240.0
513492,199.6,156,16883.0
513493,19.95,1,16883.0
513494,998.09,493,16992.0
513495,88.45,16,16161.0
513496,278.2,116,14401.0
513497,0.0,2,
513498,837.3100000000001,334,14911.0
513499,0.0,1,
513509,463.28,224,
513539,471.51,281,15674.0
513540,1176.2,764,15629.0
513541,134.94,39,12835.0
513542,310.4,201,16779.0
513543,665.25,355,14648.0
513544,17.700000000000003,6,14648.0
513545,307.45,135,14326.0
513551,189.8,48,17377.0
513553,321.55,241,16841.0
513554,445.61,491,13324.0
513555,379.07,173,13291.0
513556,341.1,202,13999.0
513557,130.05,27,16497.0
513558,322.11,111,17138.0
513559,139.83,52,17804.0
513560,510.15,239,13564.0
513561,14.850000000000001,3,13564.0
513562,14.33,25,17965.0
513563,298.40000000000003,252,12986.0
513564,300.13,1,17050.0
513565,72.45,1,16422.0
513566,358.47,1,17364.0
513567,97.84,88,14798.0
513568,684.12,569,12921.0
513569,162.05,89,16961.0
513570,136.35,99,18168.0
513571,0.0,4,
513572,95.62,110,13856.0
513573,394.8,96,15824.0
513574,4852.7,1594,
513575,333.6,176,12928.0
513576,181.6,43,16539.0
513577,124.39999999999999,56,13468.0
513578,67.38,10,15779.0
513579,15.9,10,
513580,5.0,4,
513581,199.38,122,15660.0
513582,4.9,3,
513583,0.0,93,
513584,148.4,20,17243.0
513585,323.19,51,14538.0
513586,34.92,45,15580.0
513589,863.9100000000001,200,14970.0
513591,39.8,4,14970.0
513592,116.88,48,14275.0
513593,620.5899999999999,187,15569.0
513594,283.87,126,16782.0
513596,991.08,1340,16258.0
513597,387.82,138,16858.0
513598,145.57,43,13542.0
513599,61.739999999999995,24,16777.0
513600,290.46,106,18214.0
513601,253.8,90,15260.0
513602,321.23,127,14058.0
513604,128.43,124,13861.0
513605,297.19,156,13230.0
513606,634.16,192,15144.0
513607,1903.16,1098,13802.0
513608,294.02,195,15547.0
513609,137.7,80,14606.0
513611,128.52,108,18260.0
513612,220.65,39,14199.0
513613,198.77999999999997,86,15102.0
513614,212.63,100,17618.0
513615,724.06,515,15998.0
513616,360.36,153,16059.0
513617,201.25,119,16950.0
513618,318.37,703,13585.0
513619,102.25,43,16453.0
513620,362.08,169,14532.0
513621,571.36,704,13414.0
513622,456.94,397,16563.0
513623,86.54,34,14867.0
513624,288.05,107,14492.0
513625,914.48,420,14505.0
513626,583.57,467,17364.0
513627,549.88,301,17194.0
513628,174.8,24,14505.0
513629,170.95,74,17561.0
513630,147.45,43,17372.0
513631,180.85000000000002,78,12951.0
513632,454.66,178,15264.0
513633,369.3,128,16529.0
513634,101.4,49,17812.0
513635,353.02,210,16701.0
513636,121.05,35,17905.0
513637,720.3,406,17640.0
513638,188.57999999999998,118,16168.0
513639,337.95,141,17001.0
513640,63.879999999999995,40,17001.0
513641,229.53,137,16838.0
513642,206.76,252,14676.0
513643,9.149999999999999,7,13057.0
513644,319.6,72,17096.0
513646,305.70000000000005,84,16746.0
513647,13330.38,8954,14646.0
513648,348.06,182,14341.0
513649,1540.0,208,14646.0
513650,455.18,292,17091.0
513651,666.4,168,14045.0
513652,185.46,102,14437.0
513653,7500.32,6584,16754.0
513655,1470.04,409,
513656,138.44,260,13911.0
513657,259.68,112,16733.0
513658,436.28000000000003,152,17389.0
513659,547.73,394,14769.0
513660,264.24,296,17863.0
513661,116.92,42,14947.0
513662,72.3,10,16138.0
513663,308.38,166,12935.0
513664,166.35,77,16040.0
513665,369.68,283,17437.0
513666,142.17000000000002,73,14534.0
513667,1221.15,1158,15523.0
513669,306.95,73,15694.0
513670,7.49,1,15581.0
513674,975.33,617,16012.0
513708,102.86,60,15953.0
513709,324.0,96,12980.0
513712,108.75,219,13129.0
513713,156.43,96,17578.0
513714,200.91,80,17841.0
513732,998.27,603,15791.0
513744,730.9,303,14295.0
513747,305.07,308,16571.0
513750,438.24,250,17019.0
513751,355.44,189,13123.0
513752,161.82999999999998,83,17068.0
513761,275.3,213,17448.0
513762,2151.27,1786,12451.0
513763,1230.33,582,12784.0
513764,1257.91,319,
513766,119.70000000000002,77,15882.0
513767,1740.24,1236,16754.0
513768,767.05,425,17667.0
513769,179.28,135,12701.0
513770,595.39,367,17669.0
513772,307.92,165,17259.0
513773,244.6,33,13831.0
513774,142.31,19,12346.0
513775,464.62,361,17448.0
513776,2814.0,2584,16754.0
513777,265.5,76,15489.0
513778,164.7,76,17326.0
513779,262.85,211,14282.0
513781,344.5,126,13798.0
513782,121.3,42,14915.0
513783,1345.62,446,18008.0
513784,170.0,1,12741.0
513785,223.95,137,16168.0
513786,148.47,86,18041.0
513787,99.9,52,14651.0
513788,350.56,146,13152.0
513789,708.1,414,12485.0
513790,450.95000000000005,557,13069.0
513791,199.93,55,18036.0
513792,304.68,108,14020.0
513793,211.09,101,17576.0
513794,314.7,38,13859.0
513795,301.8,282,12527.0
513796,219.35,137,12799.0
513797,225.73000000000002,131,16499.0
513799,119.8,28,14182.0
513800,603.46,322,14025.0
513801,314.99,159,13577.0
513802,308.1,158,14110.0
513803,155.51999999999998,864,16754.0
513804,175.0,140,16754.0
513805,96.39999999999999,30,16197.0
513806,0.0,42,
513807,0.0,4,
513808,0.0,1,
513809,322.24,193,12682.0
513810,142.8,50,14156.0
513811,357.84,140,14735.0
513812,330.0,200,14477.0
513813,759.13,299,13023.0
513814,353.98,222,15544.0
513815,237.6,79,12647.0
513816,467.76,164,16835.0
513817,118.8,72,14835.0
513818,84.93,67,14735.0
513819,201.60000000000002,96,13223.0
513820,260.6,98,12567.0
513821,0.0,120,
513822,158.52,100,13939.0
513823,0.0,499,
513825,0.0,144,
513827,755.02,570,13715.0
513830,1420.6000000000001,800,13089.0
513847,38.400000000000006,32,13089.0
513853,15.0,12,13089.0
513854,508.91,169,17377.0
513855,485.99,241,15078.0
513856,39.0,20,15078.0
513857,942.4,624,13089.0
513858,351.18,106,13299.0
513859,29.700000000000003,6,13089.0
513862,103.19999999999999,34,13059.0
513876,751.5,336,12471.0
513878,325.49,119,16103.0
513879,17.700000000000003,6,12471.0
513902,301.0,194,17342.0
513907,1167.01,243,
513915,108.06,317,17884.0
513919,2145.0,1300,15769.0
513922,38.5,25,17884.0
513926,241.45,99,14774.0
513934,139.85,4,14224.0
513936,200.91000000000003,79,16923.0
513937,156.0,112,14006.0
513938,510.24,360,13089.0
513939,677.55,217,13562.0
513940,161.1,75,12788.0
513941,316.48,192,12529.0
513942,1544.6599999999999,377,
513943,905.92,428,14040.0
513945,532.8,304,13001.0
513946,0.0,5,
513948,306.95,271,14389.0
513949,143.27,39,17191.0
513950,277.40000000000003,184,15425.0
513951,8.9,2,
513952,1516.02,985,14049.0
513953,1548.14,760,14426.0
513956,754.84,481,15808.0
513958,97.5,50,16680.0
513959,112.34,74,13620.0
513960,836.75,289,15430.0
513961,205.65,158,15005.0
513963,3499.8,2402,13694.0
513964,1765.95,815,12380.0
513965,686.4,188,12380.0
513967,145.0,1,12380.0
513968,144.55,65,18225.0
513969,0.0,1,
513970,166.6,120,17332.0
513971,81.66,14,12695.0
513972,460.8,182,15532.0
513973,924.0,2280,13027.0
513974,395.2,276,16176.0
513975,499.88,433,13451.0
513984,74.7,6,14180.0
513987,2326.7400000000002,1618,12415.0
513990,838.74,278,16754.0
513991,342.61,118,14092.0
513992,1044.21,290,16754.0
513993,318.0,300,17949.0
513995,471.87,272,13813.0
513996,172.55,71,15842.0
513998,371.85,173,16556.0
514002,159.6,168,17155.0
514004,620.65,242,14156.0
514005,379.89,199,13446.0
514008,306.78,294,16170.0
514009,309.53,193,15755.0
514013,217.32,198,13214.0
514015,404.45000000000005,131,13752.0
514016,389.78000000000003,142,15251.0
514018,75.3,22,13739.0
514019,313.95,137,14422.0
514021,302.4,120,17508.0
514022,594.17,281,15039.0
514023,673.08,276,14530.0
514026,331.57,343,17676.0
514036,679.08,494,15615.0
514047,277.57,275,16686.0
514058,154.07999999999998,60,17578.0
514059,624.12,446,17389.0
514061,322.8,88,13078.0
514063,330.5,158,12708.0
514064,446.49,195,14398.0
514082,3921.74,2938,16684.0
514085,311.4,204,17666.0
514087,1421.4,2424,16684.0
514091,330.0,200,16684.0
514092,156.5,158,14205.0
514096,409.98,158,17531.0
514097,1799.07,414,
514098,423.95,161,13097.0
514103,0.0,3,
514104,0.0,6,
514105,492.62,139,16814.0
514106,241.2,104,18053.0
514107,134.71,63,14606.0
514108,354.75,260,13756.0
514114,527.6,200,14555.0
514116,228.2,220,16592.0
514117,185.0,150,16592.0
514119,416.6,176,14217.0
514121,0.0,2,
514123,0.0,2,
514126,284.19,231,17602.0
514127,100.65,43,15447.0
514128,10.54,4,
514129,159.47,104,16098.0
514130,102.0,40,15486.0
514131,282.65,242,13269.0
514132,27.839999999999996,96,13269.0
514134,148.04000000000002,71,14584.0
514136,184.4,88,16071.0
514137,102.0,40,17923.0
514138,513.65,234,14911.0
514140,358.15,111,17748.0
514141,248.48,153,15581.0
514152,678.2,350,13814.0
514155,178.2,66,14825.0
514157,85.13,1,14911.0
514158,3.3,2,
514160,114.12,756,14609.0
514161,377.35,273,13875.0
514163,615.21,360,16283.0
514164,303.14,104,13872.0
514165,806.0600000000001,564,12714.0
514166,27.84,20,14754.0
514184,335.4,88,13319.0
514188,15.299999999999999,6,13319.0
514198,1307.32,366,
514203,659.3,462,17931.0
514204,204.0,80,15039.0
514208,310.41,188,13649.0
514209,192.3,126,18215.0
514210,287.98,114,18231.0
514211,224.04,38,13589.0
514212,135.9,62,14882.0
514217,288.15,192,17029.0
514218,914.33,545,14911.0
514219,341.8,158,12575.0
514220,869.6800000000001,400,17146.0
514221,1950.98,762,12653.0
514222,268.28,140,13021.0
514224,96.55,12,15852.0
514225,502.39,257,14299.0
514226,611.66,475,12468.0
514231,39.15,27,17572.0
514235,40.2,24,17382.0
514244,411.64,224,17083.0
514254,140.15,111,13984.0
514271,304.2,114,15081.0
514272,308.45,119,17239.0
514274,141.25,82,16883.0
514275,15.0,12,
514276,88.0,32,14113.0
514277,324.74,82,16190.0
514278,81.75,21,15888.0
514279,234.32,106,14451.0
514280,2654.01,2352,13081.0
514281,328.29,185,15628.0
514288,309.84999999999997,170,17176.0
514289,545.55,163,13735.0
514293,221.3,93,18109.0
